566778,3456,5678|0,3,0|67,0,0|0
677889,4567,6789|0,4,0|78,0,0|0
233445,1234,34|0,4,0|34,0,0|0
344556,2345,45|0,5,0|45,0,0|0
455667,3456,56|0,6,0|56,0,0|0
566778,4567,67|0,7,0|67,0,0|0
677889,5678,78|0,8,0|78,0,0|0
233445,112344,34|0,1,0|34,0,0|0
455667,334566,56|0,3,0|56,0,0|0
566778,445677,67|0,4,0|67,0,0|0
677889,556788,78|0,5,0|78,0,0|0
344556,2345,3456|0,5,6|45,0,0|0
455667,3456,4567|0,6,7|56,0,0|0
566778,4567,5678|0,7,8|67,0,0|0
233445,123,33455|0,0,3|34,2,0|0
566778,456,66788|0,0,6|67,5,0|0
233445,123,22344|0,0,4|34,2,0|0
677889,567,66788|0,0,8|78,6,0|0
2344556,345,34|2,0,0|5,4,0|0
3455667,456,45|3,0,0|6,5,0|0
4566778,567,56|4,0,0|7,6,0|0
2334456,234,23|6,0,0|3,3,0|0
3445567,345,34|7,0,0|4,4,0|0
4556678,456,45|8,0,0|5,5,0|0
5667789,567,56|9,0,0|6,6,0|0
233445,1234,23|0,1,0|34,0,0|0
344556,2345,34|0,2,0|45,0,0|0
455667,3456,45|0,3,0|56,0,0|0
566778,4567,56|0,4,0|67,0,0|0
233445,112344,23|0,4,0|34,0,0|0
455667,334566,45|0,6,0|56,0,0|0
566778,445677,56|0,7,0|67,0,0|0
677889,556788,67|0,8,0|78,0,0|0
233445,2345,23|0,5,0|34,0,0|0
344556,3456,34|0,6,0|45,0,0|0
455667,4567,45|0,7,0|56,0,0|0
566778,5678,56|0,8,0|67,0,0|0
233445,223455,23|0,2,0|34,0,0|0
344556,334566,34|0,3,0|45,0,0|0
455667,445677,45|0,4,0|56,0,0|0
566778,556788,56|0,5,0|67,0,0|0
233445,234,22344|0,0,2|34,3,0|0
344556,345,22344|0,0,4|45,4,0|0
1233445,345,45|1,0,0|4,4,0|0
2344556,456,56|2,0,0|5,5,0|0
3455667,567,67|3,0,0|6,6,0|0
4566778,678,78|4,0,0|7,7,0|0
2334456,345,45|6,0,0|3,4,0|0
3445567,456,56|7,0,0|4,5,0|0
4556678,567,67|8,0,0|5,6,0|0
5667789,678,78|9,0,0|6,7,0|0
233445,2345,45|0,2,0|34,0,0|0
344556,3456,56|0,3,0|45,0,0|0
455667,4567,67|0,4,0|56,0,0|0
566778,5678,78|0,5,0|67,0,0|0
233445,223455,45|0,5,0|34,0,0|0
344556,334566,56|0,6,0|45,0,0|0
455667,445677,67|0,7,0|56,0,0|0
566778,556788,78|0,8,0|67,0,0|0
233445,2345,3456|0,2,3|34,0,0|0
344556,3456,4567|0,3,4|45,0,0|0
455667,4567,5678|0,4,5|56,0,0|0
233445,3456,45|0,6,0|34,0,0|0
344556,4567,56|0,7,0|45,0,0|0
455667,5678,67|0,8,0|56,0,0|0
566778,6789,78|0,9,0|67,0,0|0
122334,223455,34|0,2,0|23,0,0|0
233445,334566,45|0,3,0|34,0,0|0
344556,445677,56|0,4,0|45,0,0|0
566778,667899,78|0,6,0|67,0,0|0
455667,567,66788|0,0,6|56,6,0|0
566778,678,66788|0,0,8|67,7,0|0
1233445,456,34|1,0,0|4,5,0|0
2344556,567,45|2,0,0|5,6,0|0
3455667,678,56|3,0,0|6,7,0|0
4566778,789,67|4,0,0|7,8,0|0
1223345,345,23|5,0,0|2,4,0|0
2334456,456,34|6,0,0|3,5,0|0
3445567,567,45|7,0,0|4,6,0|0
4556678,678,56|8,0,0|5,7,0|0
5667789,789,67|9,0,0|6,8,0|0
122334,2345,23|0,2,0|23,0,0|0
233445,3456,34|0,3,0|34,0,0|0
344556,4567,45|0,4,0|45,0,0|0
455667,5678,56|0,5,0|56,0,0|0
566778,6789,67|0,6,0|67,0,0|0
122334,223455,23|0,5,0|23,0,0|0
233445,334566,34|0,6,0|34,0,0|0
344556,445677,45|0,7,0|45,0,0|0
566778,667899,67|0,9,0|67,0,0|0
122334,3456,23|0,6,0|23,0,0|0
233445,4567,34|0,7,0|34,0,0|0
344556,5678,45|0,8,0|45,0,0|0
455667,6789,56|0,9,0|56,0,0|0
122334,3456,1234|0,6,0|23,0,0|0
233445,4567,2345|0,7,0|34,0,0|0
344556,5678,3456|0,8,0|45,0,0|0
566778,789,66788|0,0,6|67,8,0|0
233445,456,22344|0,0,4|34,5,0|0
566778,789,55677|0,0,7|67,8,0|0
23,456,2345789|0,0,2|0,5,8|0
1234,3456,345789|0,3,0|0,0,48|0
23,456,223455789|0,0,5|0,5,8|0
23,334566,345789|0,6,0|0,0,48|0
123,45,2345789|0,0,5|2,0,8|0
123,45,223455789|0,0,2|2,0,8|0
1235678,56,789|5,0,0|2,0,8|0
123556788,56,789|8,0,0|2,0,8|0
123678,55677,789|0,5,0|27,0,8|0
123678,44566,789|0,6,0|27,0,8|0
1235678,456,78|8,0,0|2,5,0|0
123556788,456,78|5,0,0|2,5,0|0
123567,445677,78|0,4,0|26,5,0|0
123567,4567,6789|0,7,0|26,0,0|0
135,1234,23|0,4,0|0,0,0|1
246,2345,34|0,5,0|0,0,0|1
357,3456,45|0,6,0|0,0,0|1
468,4567,56|0,7,0|0,0,0|1
579,5678,67|0,8,0|0,0,0|1
135,112344,23|0,1,0|0,0,0|1
246,223455,34|0,2,0|0,0,0|1
357,334566,45|0,3,0|0,0,0|1
468,445677,56|0,4,0|0,0,0|1
579,556788,67|0,5,0|0,0,0|1
11355,1234,23|0,4,0|0,0,0|1
22466,2345,34|0,5,0|0,0,0|1
33577,3456,45|0,6,0|0,0,0|1
44688,4567,56|0,7,0|0,0,0|1
55799,5678,67|0,8,0|0,0,0|1
246,1234,34|0,1,0|0,0,0|1
357,2345,45|0,2,0|0,0,0|1
468,3456,56|0,3,0|0,0,0|1
579,4567,67|0,4,0|0,0,0|1
246,112344,34|0,4,0|0,0,0|1
357,223455,45|0,5,0|0,0,0|1
468,334566,56|0,6,0|0,0,0|1
579,445677,67|0,7,0|0,0,0|1
22466,1234,34|0,1,0|0,0,0|1
33577,2345,45|0,2,0|0,0,0|1
44688,3456,56|0,3,0|0,0,0|1
55799,4567,67|0,4,0|0,0,0|1
135,123,22344|0,0,2|0,0,0|1
246,234,33455|0,0,3|0,0,0|1
468,456,55677|0,0,5|0,0,0|1
579,567,66788|0,0,6|0,0,0|1
246,234,22344|0,0,4|0,0,0|1
468,456,44566|0,0,6|0,0,0|1
579,567,55677|0,0,7|0,0,0|1
135,2345,34|0,2,0|0,0,0|1
246,3456,45|0,3,0|0,0,0|1
357,4567,56|0,4,0|0,0,0|1
468,5678,67|0,5,0|0,0,0|1
579,6789,78|0,6,0|0,0,0|1
135,223455,34|0,5,0|0,0,0|1
246,334566,45|0,6,0|0,0,0|1
357,445677,56|0,7,0|0,0,0|1
468,556788,67|0,8,0|0,0,0|1
579,667899,78|0,9,0|0,0,0|1
11355,2345,34|0,2,0|0,0,0|1
22466,3456,45|0,3,0|0,0,0|1
33577,4567,56|0,4,0|0,0,0|1
44688,5678,67|0,5,0|0,0,0|1
55799,6789,78|0,6,0|0,0,0|1
135,3456,34|0,6,0|0,0,0|1
246,4567,45|0,7,0|0,0,0|1
357,5678,56|0,8,0|0,0,0|1
468,6789,67|0,9,0|0,0,0|1
135,334566,34|0,3,0|0,0,0|1
246,445677,45|0,4,0|0,0,0|1
357,556788,56|0,5,0|0,0,0|1
468,667899,67|0,6,0|0,0,0|1
11355,3456,34|0,6,0|0,0,0|1
22466,4567,45|0,7,0|0,0,0|1
33577,5678,56|0,8,0|0,0,0|1
44688,6789,67|0,9,0|0,0,0|1
246,456,44566|0,0,4|0,0,0|1
135,345,22344|0,0,4|0,0,0|1
246,456,33455|0,0,5|0,0,0|1
468,678,55677|0,0,7|0,0,0|1
135,2345,45|0,5,0|0,0,0|1
246,3456,56|0,6,0|0,0,0|1
357,4567,67|0,7,0|0,0,0|1
468,5678,78|0,8,0|0,0,0|1
135,223455,45|0,2,0|0,0,0|1
246,334566,56|0,3,0|0,0,0|1
357,445677,67|0,4,0|0,0,0|1
468,556788,78|0,5,0|0,0,0|1
246,3456,23|0,6,0|0,0,0|1
357,4567,34|0,7,0|0,0,0|1
468,5678,45|0,8,0|0,0,0|1
579,6789,56|0,9,0|0,0,0|1
246,334566,23|0,3,0|0,0,0|1
357,445677,34|0,4,0|0,0,0|1
468,556788,45|0,5,0|0,0,0|1
579,667899,56|0,6,0|0,0,0|1
135,1234,45|0,1,0|0,0,0|1
246,2345,56|0,2,0|0,0,0|1
357,3456,67|0,3,0|0,0,0|1
468,4567,78|0,4,0|0,0,0|1
135,112344,45|0,4,0|0,0,0|1
246,223455,56|0,5,0|0,0,0|1
357,334566,67|0,6,0|0,0,0|1
468,445677,78|0,7,0|0,0,0|1
246,2345,23|0,2,0|0,0,0|1
357,3456,34|0,3,0|0,0,0|1
468,4567,45|0,4,0|0,0,0|1
579,5678,56|0,5,0|0,0,0|1
246,223455,23|0,5,0|0,0,0|1
357,334566,34|0,6,0|0,0,0|1
468,445677,45|0,7,0|0,0,0|1
579,556788,56|0,8,0|0,0,0|1
23456,23,34|6,0,0|0,0,0|1
34567,34,45|7,0,0|0,0,0|1
45678,45,56|8,0,0|0,0,0|1
56789,56,67|9,0,0|0,0,0|1
2234566,23,34|2,0,0|0,0,0|1
3345677,34,45|3,0,0|0,0,0|1
4456788,45,56|4,0,0|0,0,0|1
5567899,56,67|5,0,0|0,0,0|1
12345,45,34|1,0,0|0,0,0|1
23456,56,45|2,0,0|0,0,0|1
34567,67,56|3,0,0|0,0,0|1
45678,78,67|4,0,0|0,0,0|1
1123455,45,34|5,0,0|0,0,0|1
2234566,56,45|6,0,0|0,0,0|1
3345677,67,56|7,0,0|0,0,0|1
4456788,78,67|8,0,0|0,0,0|1
345,235,134|0,0,1|4,0,0|1
456,346,245|0,0,2|5,0,0|1
567,457,356|0,0,3|6,0,0|1
678,568,467|0,0,4|7,0,0|1
789,679,578|0,0,5|8,0,0|1
456,3466,2245|0,6,0|5,0,0|1
567,4577,3356|0,7,0|6,0,0|1
678,5688,4467|0,8,0|7,0,0|1
123,134,235|0,0,5|2,0,0|1
234,245,346|0,0,6|3,0,0|1
345,356,457|0,0,7|4,0,0|1
456,467,568|0,0,8|5,0,0|1
567,578,679|0,0,9|6,0,0|1
234,2245,3466|0,2,0|3,0,0|1
345,3356,4577|0,3,0|4,0,0|1
456,4467,5688|0,4,0|5,0,0|1
23456,23,45|6,0,0|0,0,0|1
34567,34,56|7,0,0|0,0,0|1
45678,45,67|8,0,0|0,0,0|1
56789,56,78|9,0,0|0,0,0|1
2234566,23,45|2,0,0|0,0,0|1
3345677,34,56|3,0,0|0,0,0|1
4456788,45,67|4,0,0|0,0,0|1
5567899,56,78|5,0,0|0,0,0|1
12345,45,23|1,0,0|0,0,0|1
23456,56,34|2,0,0|0,0,0|1
34567,67,45|3,0,0|0,0,0|1
45678,78,56|4,0,0|0,0,0|1
1123455,45,23|5,0,0|0,0,0|1
2234566,56,34|6,0,0|0,0,0|1
3345677,67,45|7,0,0|0,0,0|1
4456788,78,56|8,0,0|0,0,0|1
3456,23,245|6,0,0|0,0,0|1
4567,34,356|7,0,0|0,0,0|1
5678,45,467|8,0,0|0,0,0|1
6789,56,578|9,0,0|0,0,0|1
1234,45,235|1,0,0|0,0,0|1
2345,56,346|2,0,0|0,0,0|1
3456,67,457|3,0,0|0,0,0|1
4567,78,568|4,0,0|0,0,0|1
334566,23,245|3,0,0|0,0,0|1
445677,34,356|4,0,0|0,0,0|1
556788,45,467|5,0,0|0,0,0|1
667899,56,578|6,0,0|0,0,0|1
112344,45,235|4,0,0|0,0,0|1
223455,56,346|5,0,0|0,0,0|1
334566,67,457|6,0,0|0,0,0|1
445677,78,568|7,0,0|0,0,0|1
12345,23,23|1,0,0|0,0,0|1
23456,34,34|2,0,0|0,0,0|1
34567,45,45|3,0,0|0,0,0|1
45678,56,56|4,0,0|0,0,0|1
56789,67,67|5,0,0|0,0,0|1
1123455,23,23|5,0,0|0,0,0|1
2234566,34,34|6,0,0|0,0,0|1
3345677,45,45|7,0,0|0,0,0|1
4456788,56,56|8,0,0|0,0,0|1
5567899,67,67|9,0,0|0,0,0|1
12345,34,34|5,0,0|0,0,0|1
23456,45,45|6,0,0|0,0,0|1
34567,56,56|7,0,0|0,0,0|1
45678,67,67|8,0,0|0,0,0|1
56789,78,78|9,0,0|0,0,0|1
1123455,34,34|1,0,0|0,0,0|1
2234566,45,45|2,0,0|0,0,0|1
3345677,56,56|3,0,0|0,0,0|1
4456788,67,67|4,0,0|0,0,0|1
5567899,78,78|5,0,0|0,0,0|1
3456,134,34|6,1,0|0,0,0|1
4567,245,45|7,2,0|0,0,0|1
5678,356,56|8,3,0|0,0,0|1
6789,467,67|9,4,0|0,0,0|1
334566,134,34|3,1,0|0,0,0|1
445677,245,45|4,2,0|0,0,0|1
556788,356,56|5,3,0|0,0,0|1
667899,467,67|6,4,0|0,0,0|1
1234,346,34|1,6,0|0,0,0|1
2345,457,45|2,7,0|0,0,0|1
3456,568,56|3,8,0|0,0,0|1
4567,679,67|4,9,0|0,0,0|1
112344,346,34|4,6,0|0,0,0|1
223455,457,45|5,7,0|0,0,0|1
334566,568,56|6,8,0|0,0,0|1
445677,679,67|7,9,0|0,0,0|1
2345,346,34|5,6,0|0,0,0|1
3456,457,45|6,7,0|0,0,0|1
4567,568,56|7,8,0|0,0,0|1
5678,679,67|8,9,0|0,0,0|1
223455,346,34|2,6,0|0,0,0|1
334566,457,45|3,7,0|0,0,0|1
445677,568,56|4,8,0|0,0,0|1
556788,679,67|5,9,0|0,0,0|1
345,1346,34|0,6,0|4,0,0|1
456,2457,45|0,7,0|5,0,0|1
567,3568,56|0,8,0|6,0,0|1
678,4679,67|0,9,0|7,0,0|1
345,113466,34|0,1,0|4,0,0|1
456,224577,45|0,2,0|5,0,0|1
567,335688,56|0,3,0|6,0,0|1
678,446799,67|0,4,0|7,0,0|1
234,1346,34|0,1,0|3,0,0|1
345,2457,45|0,2,0|4,0,0|1
456,3568,56|0,3,0|5,0,0|1
567,4679,67|0,4,0|6,0,0|1
234,113466,34|0,6,0|3,0,0|1
345,224577,45|0,7,0|4,0,0|1
456,335688,56|0,8,0|5,0,0|1
567,446799,67|0,9,0|6,0,0|1
345,134,346|0,0,6|4,0,0|1
456,245,457|0,0,7|5,0,0|1
567,356,568|0,0,8|6,0,0|1
678,467,679|0,0,9|7,0,0|1
456,2245,4577|0,2,0|5,0,0|1
567,3356,5688|0,3,0|6,0,0|1
234,346,134|0,0,1|3,0,0|1
345,457,245|0,0,2|4,0,0|1
456,568,356|0,0,3|5,0,0|1
567,679,467|0,0,4|6,0,0|1
345,4577,2245|0,7,0|4,0,0|1
456,5688,3356|0,8,0|5,0,0|1
1234,235,45|1,0,0|0,0,0|1
2345,346,56|2,0,0|0,0,0|1
3456,457,67|3,0,0|0,0,0|1
4567,568,78|4,0,0|0,0,0|1
3456,245,23|6,0,0|0,0,0|1
4567,356,34|7,0,0|0,0,0|1
5678,467,45|8,0,0|0,0,0|1
6789,578,56|9,0,0|0,0,0|1
112344,235,45|4,0,0|0,0,0|1
223455,346,56|5,0,0|0,0,0|1
334566,457,67|6,0,0|0,0,0|1
445677,568,78|7,0,0|0,0,0|1
334566,245,23|3,0,0|0,0,0|1
445677,356,34|4,0,0|0,0,0|1
556788,467,45|5,0,0|0,0,0|1
667899,578,56|6,0,0|0,0,0|1
234,235,245|0,0,2|3,0,0|1
345,346,356|0,0,3|4,0,0|1
456,457,467|0,0,4|5,0,0|1
567,568,578|0,0,5|6,0,0|1
345,245,235|0,0,5|4,0,0|1
456,356,346|0,0,6|5,0,0|1
567,467,457|0,0,7|6,0,0|1
678,578,568|0,0,8|7,0,0|1
455667,346,134|0,0,1|56,0,0|1
566778,457,245|0,0,2|67,0,0|1
677889,568,356|0,0,3|78,0,0|1
566778,4577,2245|0,7,0|67,0,0|1
677889,5688,3356|0,8,0|78,0,0|1
122334,245,457|0,0,7|23,0,0|1
233445,356,568|0,0,8|34,0,0|1
344556,467,679|0,0,9|45,0,0|1
122334,2245,4577|0,2,0|23,0,0|1
233445,3356,5688|0,3,0|34,0,0|1
344556,235,346|0,0,6|45,0,0|1
455667,346,457|0,0,7|56,0,0|1
566778,457,568|0,0,8|67,0,0|1
677889,568,679|0,0,9|78,0,0|1
344556,2355,3466|0,5,0|45,0,0|1
455667,3466,4577|0,6,0|56,0,0|1
566778,4577,5688|0,7,0|67,0,0|1
233445,356,245|0,0,2|34,0,0|1
344556,467,356|0,0,3|45,0,0|1
455667,578,467|0,0,4|56,0,0|1
233445,3356,2245|0,3,0|34,0,0|1
344556,4467,3356|0,4,0|45,0,0|1
455667,5578,4467|0,5,0|56,0,0|1
455667,1346,45|0,1,0|56,0,0|1
566778,2457,56|0,2,0|67,0,0|1
677889,3568,67|0,3,0|78,0,0|1
122334,2457,34|0,7,0|23,0,0|1
233445,3568,45|0,8,0|34,0,0|1
344556,4679,56|0,9,0|45,0,0|1
344556,23,1346|0,0,6|45,0,0|1
455667,34,2457|0,0,7|56,0,0|1
566778,45,3568|0,0,8|67,0,0|1
677889,56,4679|0,0,9|78,0,0|1
122334,45,1346|0,0,1|23,0,0|1
233445,56,2457|0,0,2|34,0,0|1
344556,67,3568|0,0,3|45,0,0|1
455667,78,4679|0,0,4|56,0,0|1
455667,134,245|0,1,0|56,0,0|1
566778,245,356|0,2,0|67,0,0|1
677889,356,467|0,3,0|78,0,0|1
566778,2245,3356|0,0,3|67,0,0|1
677889,3356,4467|0,0,4|78,0,0|1
122334,457,346|0,7,0|23,0,0|1
233445,568,457|0,8,0|34,0,0|1
344556,679,568|0,9,0|45,0,0|1
122334,4577,3466|0,0,6|23,0,0|1
233445,5688,4577|0,0,7|34,0,0|1
455667,134,356|0,1,0|56,0,0|1
566778,245,467|0,2,0|67,0,0|1
677889,356,578|0,3,0|78,0,0|1
566778,2245,4467|0,0,4|67,0,0|1
677889,3356,5578|0,0,5|78,0,0|1
122334,457,235|0,7,0|23,0,0|1
233445,568,346|0,8,0|34,0,0|1
344556,679,457|0,9,0|45,0,0|1
122334,4577,2355|0,0,5|23,0,0|1
233445,5688,3466|0,0,6|34,0,0|1
344556,235,245|0,5,0|45,0,0|1
455667,346,356|0,6,0|56,0,0|1
566778,457,467|0,7,0|67,0,0|1
677889,568,578|0,8,0|78,0,0|1
344556,2355,2245|0,0,2|45,0,0|1
455667,3466,3356|0,0,3|56,0,0|1
566778,4577,4467|0,0,4|67,0,0|1
677889,5688,5578|0,0,5|78,0,0|1
122334,245,235|0,2,0|23,0,0|1
233445,356,346|0,3,0|34,0,0|1
344556,467,457|0,4,0|45,0,0|1
455667,578,568|0,5,0|56,0,0|1
122334,2245,2355|0,0,5|23,0,0|1
233445,3356,3466|0,0,6|34,0,0|1
344556,4467,4577|0,0,7|45,0,0|1
455667,5578,5688|0,0,8|56,0,0|1
344556,23,2457|0,0,7|45,0,0|1
455667,34,3568|0,0,8|56,0,0|1
566778,45,4679|0,0,9|67,0,0|1
344556,23,224577|0,0,2|45,0,0|1
455667,34,335688|0,0,3|56,0,0|1
566778,45,446799|0,0,4|67,0,0|1
233445,56,1346|0,0,1|34,0,0|1
344556,67,2457|0,0,2|45,0,0|1
455667,78,3568|0,0,3|56,0,0|1
233445,56,113466|0,0,6|34,0,0|1
344556,67,224577|0,0,7|45,0,0|1
455667,78,335688|0,0,8|56,0,0|1
344556,235,356|0,0,3|45,0,0|1
455667,346,467|0,0,4|56,0,0|1
566778,457,578|0,0,5|67,0,0|1
344556,2355,3356|0,5,0|45,0,0|1
455667,3466,4467|0,6,0|56,0,0|1
566778,4577,5578|0,7,0|67,0,0|1
233445,356,235|0,0,5|34,0,0|1
344556,467,346|0,0,6|45,0,0|1
455667,578,457|0,0,7|56,0,0|1
233445,3356,2355|0,3,0|34,0,0|1
344556,4467,3466|0,4,0|45,0,0|1
455667,5578,4577|0,5,0|56,0,0|1
344556,1346,34|0,6,0|45,0,0|1
455667,2457,45|0,7,0|56,0,0|1
566778,3568,56|0,8,0|67,0,0|1
677889,4679,67|0,9,0|78,0,0|1
344556,113466,34|0,1,0|45,0,0|1
455667,224577,45|0,2,0|56,0,0|1
566778,335688,56|0,3,0|67,0,0|1
677889,446799,67|0,4,0|78,0,0|1
233445,2457,45|0,2,0|34,0,0|1
344556,3568,56|0,3,0|45,0,0|1
455667,4679,67|0,4,0|56,0,0|1
233445,224577,45|0,7,0|34,0,0|1
344556,335688,56|0,8,0|45,0,0|1
455667,446799,67|0,9,0|56,0,0|1
344556,134,346|0,0,6|45,0,0|1
455667,245,457|0,0,7|56,0,0|1
566778,356,568|0,0,8|67,0,0|1
677889,467,679|0,0,9|78,0,0|1
455667,2245,4577|0,2,0|56,0,0|1
566778,3356,5688|0,3,0|67,0,0|1
122334,346,134|0,0,1|23,0,0|1
233445,457,245|0,0,2|34,0,0|1
344556,568,356|0,0,3|45,0,0|1
455667,679,467|0,0,4|56,0,0|1
233445,4577,2245|0,7,0|34,0,0|1
344556,5688,3356|0,8,0|45,0,0|1
233445,235,134|0,0,1|34,0,0|1
344556,346,245|0,0,2|45,0,0|1
455667,457,356|0,0,3|56,0,0|1
